Skills,Developer,Permission,Traceability,Category,sub-category,Account Linking,customer reviews,Rating,Cost
Village Cinemas,by Village Roadshow LTD,['Device Country and Postcode'],b,Movies & TV,Movie Showtimes,,,5.0 out of 5 stars,Free to Enable
Concierto Molón,by Chemels,"['First Name', 'Lists Read Access', 'Lists Write Access', 'Location Services']",b,Music & Audio,"Music Info, Reviews & Recognition Services",,,No customer reviews,1.0 out of 5 stars
Tour Finder,by Joel,['Device Country and Postal Code'],b,Music & Audio,"Music Info, Reviews & Recognition Services",,,No customer reviews,
Casey Neistat,by Alpha Voice,['Device Address'],b,Music & Audio,Podcasts,,,,2.2 out of 5 stars
Charisma on Command,by Alpha Voice,['Device Address'],b,Music & Audio,Podcasts,,,,5.0 out of 5 stars
Curious City,by Voxmatic.io,['Device Address'],b,Music & Audio,Podcasts,,,No customer reviews,
Good Thought,by shakti singh,"['Alexa Notifications', 'Device Country and Postal Code']",b,Music & Audio,Podcasts,,No customer reviews,,Free to Enable
Lunch and Coder,by Alpha Voice,['Device Address'],b,Music & Audio,Podcasts,,,No customer reviews,
Nature music,by VoiceITRight,"['Alexa Notifications', 'Device Country and Postal Code']",b,Music & Audio,Podcasts,,No customer reviews,,Free to Enable
RadioLab,by Alpha Voice,['Device Address'],b,Music & Audio,Podcasts,,,,4.5 out of 5 stars
Samira Stalks,by Alpha Voice,['Device Address'],b,Music & Audio,Podcasts,,,No customer reviews,
Speaking For Profit,by Alpha Voice,['Device Address'],b,Music & Audio,Podcasts,,,,1.0 out of 5 stars
Startup,by Alpha Voice,['Device Address'],b,Music & Audio,Podcasts,,,No customer reviews,
The Gary Vee Audio Experience,by Alpha Voice,['Device Address'],b,Music & Audio,Podcasts,,,,3.4 out of 5 stars
The School of Greatness,by Alpha Voice,['Device Address'],b,Music & Audio,Podcasts,,,No customer reviews,
Cadena SER,by PRISA Radio,['Device Country and Postal Code'],b,Music & Audio,Streaming Services,,,No customer reviews,
Caracol Radio,by PRISA Radio,['Device Country and Postal Code'],b,Music & Audio,Streaming Services,Account linking required,,1.0 out of 5 stars,Free to Enable
Hits 94,by Voxmatic.io,['Device Address'],b,Music & Audio,Streaming Services,,,No customer reviews,
Loud 103.3,by Vipology,['Device Country and Postal Code'],b,Music & Audio,Streaming Services,,,,5.0 out of 5 stars
Shine FM Ohio,by Shine FM Ohio,['Device Country and Postal Code'],b,Music & Audio,Streaming Services,,,No customer reviews,
The Point 94.1,by Signal Media of Arkansas,['Device Country and Postal Code'],b,Music & Audio,Streaming Services,,,,4.7 out of 5 stars
XRock 103.9,by Vipology,['Device Country and Postal Code'],b,Music & Audio,Streaming Services,,,,5.0 out of 5 stars
Z 107,by Vipology,['Device Country and Postal Code'],b,Music & Audio,Streaming Services,,,No customer reviews,
Bus Times,by Freepoc,"['Lists Read Access', 'Lists Write Access']",b,Navigation & Trip Planners,Navigation & Trip Planners,Account linking available,No customer reviews,,Free to Enable
Gritter Finder,by Linknode Ltd,"['Device Country and Postcode', 'Location Services']",b,Navigation & Trip Planners,Navigation & Trip Planners,Account linking required,No customer reviews,,Free to Enable
OMV Petrol Station finder,by OMV Refining & Marketing GmbH,['Device Address'],b,Navigation & Trip Planners,Navigation & Trip Planners,,No customer reviews,,Free to Enable
Andromeda News,by Higher Level Systems Limited,['Device Country and Postal Code'],b,News,News,,,No customer reviews,
Blasts,"by Tips Marketing Services, Corp",['Device Address'],b,News,News,Account linking required,No customer reviews,,Free to Enable
bucket list today,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
catalysts guild,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
degree three sixty,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
EarthQuake Near Me,by Sudhan Technology Solutions,['Device Address'],b,News,News,Account linking available,,5.0 out of 5 stars,Free to Enable
Genoa Township,by Jeff Blankenburg,['Device Address'],b,News,News,,,5.0 out of 5 stars,Free to Enable
geoxis ihub,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
guild news today,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
Hyper Reach,by Asher Group,"['Alexa Notifications', 'Device Address']",b,News,News,Account linking required,No customer reviews,,Free to Enable
intern daily,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
jack butcher quotes,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
james clear quotes,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
mark film forum,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
Midterm Election 2018,by Arjun G,['Device Address'],b,News,News,,,2.7 out of 5 stars,Free to Enable
mister invisible,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
Naval Ravikant Quotes,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
Newstalk 101,by Vipology,['Device Country and Postal Code'],b,News,News,,,No customer reviews,
oil gas news,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
programming wisdom,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
steaks news update,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
taleb wisdom,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
Tamil Nadu Information,by NITI Technologies,['Device Country and Postal Code'],b,News,News,,,3.5 out of 5 stars,Free to Enable
tech news daily,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
tech ticker,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
The Green Bird,"by Peck, Inc.",['Device Address'],b,News,News,,No customer reviews,,Free to Enable
two sided,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
vagabond today,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
webdesh blog,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
why conform,by Shoutworks,"['Email Address', 'Full Name']",b,News,News,,No customer reviews,,Free to Enable
Kelso (Burn Centers),by After 5 Labs,['Device Country and Postal Code'],b,Novelty & Humor,Novelty & Humor,,No customer reviews,,Free to Enable
Awesome Iguana Facts,by Pramod,"['Lists Read Access', 'Lists Write Access']",b,Novelty & Humour,Novelty & Humour,,No customer reviews,,Free to Enable
Fly Funny,by KioskBeacon,['Device Address'],b,Novelty & Humour,Novelty & Humour,,,4.3 out of 5 stars,Free to Enable
Payday,by Tobias Björnsson,['Device Country and Postcode'],b,Novelty & Humour,Novelty & Humour,,No customer reviews,1.0 out of 5 stars,Free to Enable
Colchester Waste Collection Info,by MT Media,['Device Country and Postcode'],b,Organizers & Assistants,Organizers & Assistants,,,4.2 out of 5 stars,Free to Enable
Cyngor Wrecsam/Wrexham Council,by SparksSoft,['Device Address'],b,Organizers & Assistants,Organizers & Assistants,,No customer reviews,,Free to Enable
Events Searcher,by rb,['Device Address'],b,Organizers & Assistants,Organizers & Assistants,,No customer reviews,,Free to Enable
Ham Radio,by rb,['Device Address'],b,Organizers & Assistants,Organizers & Assistants,,No customer reviews,,Free to Enable
Health Searcher,by rb,['Device Address'],b,Organizers & Assistants,Organizers & Assistants,,No customer reviews,,Free to Enable
Hungry Paws,by Chattative,['Device Country and Postcode'],b,Pets & Animals,Pets & Animals,,No customer reviews,,Free to Enable
Welsh Language Podcasts,by Mobilise Cloud Services Ltd,['Email Address'],b,Podcasts,Podcasts,,No customer reviews,,Free to Enable
Cortana,by Microsoft,['Device Address'],b,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
HappyStay,by VAW,['Device Address'],b,Productivity,Organizers & Assistants,,,2.6 out of 5 stars,Free to Enable
Hourly Forecast,"by THE PARADISE PUBLISHING GROUP, LLC",['Device Address'],b,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Mail Triage,by Hypermoose Software,['Device Country and Postal Code'],b,Productivity,Organizers & Assistants,,,3.1 out of 5 stars,Free to Enable
Milwaukee Sanitation,by Nathan Paul,['Device Address'],b,Productivity,Organizers & Assistants,,,,
MyJournal,by Something Magical,['Device Country and Postal Code'],b,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Random Famous Quotes en-IN,by Idea Labz,['Device Address'],b,Productivity,Organizers & Assistants,,,5.0 out of 5 stars,Free to Enable
Random Famous Quotes en-US,by Idea Labz,['Device Address'],b,Productivity,Organizers & Assistants,,,5.0 out of 5 stars,Free to Enable
Tea Assistant,by Apex Technologies,['Location Services'],b,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Time Zone Convertor,by CodeBlock Technologies OPC Pvt Ltd,['Device Country and Postal Code'],b,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Virtuosa Doorman,by Arun,['Device Address'],b,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Zen Bot,by Xentiant Technologies,['Device Country and Postal Code'],b,Productivity,Organizers & Assistants,,,3.6 out of 5 stars,Free to Enable
Zenkit List Sync,by Onward Tools,"['Lists Read Access', 'Lists Write Access']",b,Productivity,Organizers & Assistants,,No customer reviews,,Free to Enable
Screensaver,by Alexander Martin,['Device Address'],b,Productivity,Productivity,,No customer reviews,,Free to Enable
Memo Mail - Send yourself a note via email,by applicate,['Email Address'],b,Productivity,To-Do Lists & Notes,,No customer reviews,,Free to Enable
My Books,by Brian Olson,"['Full Name', 'Email Address']",b,Productivity,To-Do Lists & Notes,,No customer reviews,,Free to Enable
Islamic Hub,by agilani,['Device Address'],b,Religion & Spirituality,Religion & Spirituality,,No customer reviews,3.2 out of 5 stars,Free to Enable
Hygiene Ratings,by rb,['Device Address'],b,"Restaurant Booking, Info & Reviews","Restaurant Booking, Info & Reviews",,No customer reviews,,Free to Enable
Norman Gate School,by VoiceXpert,"['Email Address', 'Full Name', 'Alexa Notifications']",b,Schools,Schools,,,3.8 out of 5 stars,Free to Enable
School Closures,by Galactic Computing Ltd,['Device Address'],b,Schools,Schools,,No customer reviews,,Free to Enable
St Georges School,by VoiceXpert,"['Alexa Notifications', 'Email Address', 'Full Name']",b,Schools,Schools,,,3.1 out of 5 stars,
Best Buy,by Best Buy,"['Device Country and Postal Code', 'Mobile Number']",b,Shopping,Shopping,,No customer reviews,,Free to Enable
Buckworm Local Deals,by Buckworm,['Device Address'],b,Shopping,Shopping,,No customer reviews,3.5 out of 5 stars,Free to Enable
Fynd Order Info,by Personal,['Mobile Number'],b,Shopping,Shopping,,,4.6 out of 5 stars,Free to Enable
Little Stew,"by Peck, Inc.",['Device Address'],b,Shopping,Shopping,,No customer reviews,,Free to Enable
My Grocer,by Shelf.ai,"['Lists Read Access', 'Lists Write Access']",b,Shopping,Shopping,,Account linking required,,2.7 out of 5 stars
Reordify: Sorcery Soap,by Wehr Enterprises,['Amazon Pay'],b,Shopping,Shopping,,No customer reviews,,Free to Enable
SkyView Academy,by J. Bishop,"['Email Address', 'Amazon Pay']",b,Shopping,Shopping,,,5.0 out of 5 stars,Free to Enable
Smart N Lazy,by Blutag Inc,"['Full Name', 'Email Address']",b,Shopping,Shopping,,,No customer reviews,
SmartContinente,by Shelf.ai,"['Lists Read Access', 'Lists Write Access']",b,Shopping,Shopping,,Account linking required,No customer reviews,
Tech Genius,by EnrDen,"['Email Address', 'Full Name']",b,Shopping,Shopping,Account linking available,No customer reviews,,Free to Enable
Thrillerfix,by Thrillerfix,['Email Address'],b,Shopping,Shopping,Account linking required,,3.4 out of 5 stars,Free to Enable
Woltbox Fashion,by Aazzuro,['Device Address'],b,Shopping,Shopping,Account linking available,No customer reviews,,Free to Enable
aeris smart air purifiers,by Aeris Cleantec AG,['Location Services'],b,Smart Home,Smart Home,Account linking required,No customer reviews,,Free to Enable
Appearance Plus,by VoiceDryCleaner.com,"['Alexa Notifications', 'Location Services', 'Device Address']",b,Smart Home,Smart Home,,No customer reviews,,Free to Enable
Canon Inkjet Printer,by Canon Inc.,['Lists Read Access'],b,Smart Home,Smart Home,,No customer reviews,,Free to Enable
Collins Cleaners,by VoiceDryCleaner.com,"['Alexa Notifications', 'Location Services', 'Device Address']",b,Smart Home,Smart Home,,No customer reviews,,Free to Enable
E Advisor,by MobiCycle Ltd,['Device Country and Postal Code'],b,Smart Home,Smart Home,,No customer reviews,5.0 out of 5 stars,Free to Enable
Grib-Thingworx,by Bao,"['Lists Read Access', 'Lists Write Access']",b,Smart Home,Smart Home,,No customer reviews,5.0 out of 5 stars,Free to Enable
july nine cleaner two,by VoiceDryCleaner.com,"['Alexa Notifications', 'Location Services', 'Device Address']",b,Smart Home,Smart Home,,,No customer reviews,
july nine cleaners,by VoiceDryCleaner.com,"['Alexa Notifications', 'Location Services', 'Device Address']",b,Smart Home,Smart Home,,,No customer reviews,
july nine cleaners three,by VoiceDryCleaner.com,"['Alexa Notifications', 'Location Services', 'Device Address']",b,Smart Home,Smart Home,,,No customer reviews,
july twelve cleaner five,by VoiceDryCleaner.com,"['Alexa Notifications', 'Location Services', 'Device Address']",b,Smart Home,Smart Home,,,No customer reviews,
july twelve cleaner six,by VoiceDryCleaner.com,"['Alexa Notifications', 'Location Services', 'Device Address']",b,Smart Home,Smart Home,,,No customer reviews,
july twelve cleaner three,by VoiceDryCleaner.com,"['Alexa Notifications', 'Location Services', 'Device Address']",b,Smart Home,Smart Home,,,No customer reviews,
Ni-The Water Saviour,by Nimble Vision,"['Email Address', 'Mobile Number']",b,Smart Home,Smart Home,,No customer reviews,,Free to Enable
Rawlins Concierge,by Jack,['Email Address'],b,Smart Home,Smart Home,,,4.3 out of 5 stars,Free to Enable
smart zenie,by smartzenie,['Email Address'],b,Smart Home,Smart Home,,No customer reviews,,Free to Enable
YoSmart Lock,by KingTing Tech. Corporation,"['Lists Read Access', 'Lists Write Access']",b,Smart Home,Smart Home,,,4.3 out of 5 stars,Free to Enable
Hands Free,by Venkataramani,"['Full Name', 'Mobile Number', 'Alexa Notifications']",b,Social,Communication,,No customer reviews,,Free to Enable
Tango Legal,"by Tango Legal, Inc.","['Device Country and Postal Code', 'Email Address', 'Mobile Number']",b,Social,Communication,,No customer reviews,,Free to Enable
My Love,by The Stranded Starfish,"['Lists Read Access', 'Lists Write Access']",b,Social,Friends & Family,Account linking required,No customer reviews,,Free to Enable
